model_id_x,ROC_rank_x,avg_auc_x,model_id_y,ROC_rank_y,avg_auc_y,rank_x-rank_y,avg_auc_x=avg_auc_y,rank_x-rank_y_greater_cd_18.082
nb_1_TRUE_1_quiz,46.05,0.585,nb_1_FALSE_1_forum,52.824,0.499,-6.774,0.086,False
nb_1_TRUE_1_quiz,46.05,0.585,nb_0_FALSE_1_forum,52.824,0.499,-6.774,0.086,False
nb_0_TRUE_1_quiz,46.05,0.585,adaboost_500_Real adaboost_all,54.928,0.562,-8.878,0.023,False
nb_1_TRUE_1_quiz,46.05,0.585,adaboost_500_Real adaboost_all,54.928,0.562,-8.878,0.023,False
nb_0_TRUE_1_quiz,46.05,0.585,adaboost_50_Real adaboost_quiz,67.512,0.519,-21.463,0.066,True
nb_1_TRUE_1_quiz,46.05,0.585,adaboost_50_Real adaboost_quiz,67.512,0.519,-21.463,0.066,True
nb_0_TRUE_1_quiz,46.05,0.585,adaboost_100_Real adaboost_quiz,67.966,0.516,-21.916,0.069,True
nb_1_TRUE_1_quiz,46.05,0.585,adaboost_100_Real adaboost_quiz,67.966,0.516,-21.916,0.069,True
nb_0_TRUE_1_quiz,46.05,0.585,adaboost_500_Real adaboost_quiz,70.83,0.51,-24.78,0.075,True
nb_1_TRUE_1_quiz,46.05,0.585,adaboost_500_Real adaboost_quiz,70.83,0.51,-24.78,0.075,True
nb_0_TRUE_1_quiz,46.05,0.585,nb_0_FALSE_1_all,75.116,0.501,-29.066,0.084,True
nb_1_TRUE_1_quiz,46.05,0.585,nb_0_FALSE_1_all,75.116,0.501,-29.066,0.084,True
nb_1_TRUE_1_quiz,46.05,0.585,nb_1_FALSE_1_all,75.116,0.501,-29.066,0.084,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Adaboost.M1_all,3.508,0.898,44.698,-0.392,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Adaboost.M1_all,3.548,0.898,44.658,-0.392,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Adaboost.M1_all,4.131,0.897,44.075,-0.391,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,43.669,-0.387,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,43.377,-0.386,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,42.443,-0.385,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Real adaboost_clickstream,33.74,0.609,14.466,-0.104,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Real adaboost_clickstream,34.755,0.596,13.451,-0.091,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Real adaboost_clickstream,39.315,0.551,8.891,-0.045,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Adaboost.M1_forum,41.024,0.514,7.182,-0.008,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Adaboost.M1_forum,42.573,0.513,5.633,-0.007,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Adaboost.M1_forum,43.774,0.512,4.432,-0.006,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Adaboost.M1_quiz,45.78,0.585,2.426,-0.079,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Adaboost.M1_quiz,45.93,0.585,2.276,-0.079,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Adaboost.M1_quiz,45.948,0.585,2.258,-0.079,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_50_Real adaboost_all,48.862,0.6,-0.656,-0.094,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Real adaboost_forum,49.417,0.505,-1.211,0.001,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Real adaboost_forum,50.085,0.504,-1.879,0.002,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Real adaboost_all,51.156,0.589,-2.95,-0.083,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Real adaboost_all,54.928,0.562,-6.722,-0.056,False
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_100_Real adaboost_quiz,67.966,0.516,-19.76,-0.01,True
adaboost_50_Real adaboost_forum,48.206,0.506,adaboost_500_Real adaboost_quiz,70.83,0.51,-22.624,-0.004,True
svmLinear2_1_forum,48.382,0.506,rpart_0.001_all,2.694,0.901,45.688,-0.395,True
svmLinear2_1_forum,48.382,0.506,adaboost_100_Adaboost.M1_all,3.508,0.898,44.874,-0.392,True
svmLinear2_1_forum,48.382,0.506,adaboost_50_Adaboost.M1_all,3.548,0.898,44.833,-0.392,True
svmLinear2_1_forum,48.382,0.506,adaboost_500_Adaboost.M1_all,4.131,0.897,44.25,-0.391,True
svmLinear2_1_forum,48.382,0.506,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,43.845,-0.387,True
svmLinear2_1_forum,48.382,0.506,rpart_0.01_all,4.65,0.894,43.732,-0.387,True
svmLinear2_1_forum,48.382,0.506,rpart_0.001_clickstream,4.659,0.892,43.723,-0.386,True
svmLinear2_1_forum,48.382,0.506,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,43.553,-0.386,True
svmLinear2_1_forum,48.382,0.506,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,42.618,-0.384,True
svmLinear2_1_forum,48.382,0.506,rpart_0.01_clickstream,6.888,0.88,41.494,-0.374,True
svmLinear2_1_forum,48.382,0.506,nb_1_TRUE_1_clickstream,7.771,0.873,40.611,-0.366,True
svmLinear2_1_forum,48.382,0.506,nb_0_TRUE_1_clickstream,7.771,0.873,40.611,-0.366,True
svmLinear2_1_forum,48.382,0.506,nb_1_FALSE_1_clickstream,13.538,0.791,34.844,-0.285,True
svmLinear2_1_forum,48.382,0.506,nb_0_FALSE_1_clickstream,13.538,0.791,34.844,-0.285,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0_clickstream,17.375,0.752,31.007,-0.246,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.001_clickstream,17.375,0.752,31.007,-0.246,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.01_clickstream,17.58,0.751,30.802,-0.245,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.01_all,17.991,0.78,30.391,-0.274,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.1_all,18.306,0.779,30.075,-0.273,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.001_all,18.688,0.779,29.694,-0.273,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0_all,18.688,0.779,29.694,-0.273,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.1_clickstream,18.915,0.739,29.467,-0.232,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_1_clickstream,22.994,0.7,25.388,-0.194,True
svmLinear2_1_forum,48.382,0.506,glmnet_0_1_all,23.012,0.752,25.369,-0.245,True
svmLinear2_1_forum,48.382,0.506,nb_0_TRUE_1_all,31.023,0.725,17.358,-0.219,False
svmLinear2_1_forum,48.382,0.506,nb_1_TRUE_1_all,31.023,0.725,17.358,-0.219,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_10_clickstream,31.522,0.632,16.859,-0.125,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_1_clickstream,32.518,0.619,15.863,-0.113,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.01_clickstream,33.288,0.612,15.094,-0.106,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.1_clickstream,33.356,0.611,15.025,-0.105,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Real adaboost_clickstream,33.74,0.609,14.642,-0.103,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.001_clickstream,34.581,0.602,13.801,-0.096,False
svmLinear2_1_forum,48.382,0.506,adaboost_100_Real adaboost_clickstream,34.755,0.596,13.626,-0.09,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_10_all,37.972,0.65,10.41,-0.144,False
svmLinear2_1_forum,48.382,0.506,adaboost_500_Real adaboost_clickstream,39.315,0.551,9.066,-0.045,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.01_quiz,39.416,0.605,8.966,-0.099,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_1_forum,39.455,0.514,8.926,-0.008,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0_quiz,39.477,0.605,8.905,-0.099,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.001_quiz,39.477,0.605,8.905,-0.099,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.1_quiz,39.742,0.604,8.64,-0.098,False
svmLinear2_1_forum,48.382,0.506,adaboost_500_Adaboost.M1_forum,41.024,0.514,7.357,-0.007,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.1_forum,41.717,0.512,6.665,-0.006,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_1_quiz,42.514,0.596,5.868,-0.09,False
svmLinear2_1_forum,48.382,0.506,adaboost_100_Adaboost.M1_forum,42.573,0.513,5.809,-0.006,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.01_forum,43.12,0.511,5.261,-0.005,False
svmLinear2_1_forum,48.382,0.506,rpart_0.1_clickstream,43.162,0.588,5.22,-0.082,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0.001_forum,43.421,0.511,4.961,-0.004,False
svmLinear2_1_forum,48.382,0.506,glmnet_0_0_forum,43.499,0.511,4.882,-0.004,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_1_all,43.603,0.628,4.779,-0.121,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Adaboost.M1_forum,43.774,0.512,4.608,-0.006,False
svmLinear2_1_forum,48.382,0.506,nb_1_TRUE_1_forum,44.41,0.511,3.971,-0.005,False
svmLinear2_1_forum,48.382,0.506,nb_0_TRUE_1_forum,44.41,0.511,3.971,-0.005,False
svmLinear2_1_forum,48.382,0.506,nb_0_FALSE_1_quiz,45.172,0.587,3.21,-0.081,False
svmLinear2_1_forum,48.382,0.506,nb_1_FALSE_1_quiz,45.172,0.587,3.21,-0.081,False
svmLinear2_1_forum,48.382,0.506,adaboost_100_Adaboost.M1_quiz,45.78,0.585,2.602,-0.079,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Adaboost.M1_quiz,45.93,0.585,2.452,-0.079,False
svmLinear2_1_forum,48.382,0.506,adaboost_500_Adaboost.M1_quiz,45.948,0.585,2.433,-0.079,False
svmLinear2_1_forum,48.382,0.506,nb_0_TRUE_1_quiz,46.05,0.585,2.332,-0.079,False
svmLinear2_1_forum,48.382,0.506,nb_1_TRUE_1_quiz,46.05,0.585,2.332,-0.079,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Real adaboost_forum,48.206,0.506,0.176,0.0,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_10_forum,48.497,0.506,-0.115,0.0,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Real adaboost_all,48.862,0.6,-0.481,-0.094,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.1_forum,49.329,0.505,-0.948,0.001,False
svmLinear2_1_forum,48.382,0.506,adaboost_100_Real adaboost_forum,49.417,0.505,-1.035,0.001,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.01_forum,49.711,0.505,-1.329,0.001,False
svmLinear2_1_forum,48.382,0.506,adaboost_500_Real adaboost_forum,50.085,0.504,-1.704,0.002,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.001_forum,50.433,0.504,-2.051,0.002,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.1_all,50.884,0.592,-2.503,-0.086,False
svmLinear2_1_forum,48.382,0.506,adaboost_100_Real adaboost_all,51.156,0.589,-2.775,-0.082,False
svmLinear2_1_forum,48.382,0.506,nb_1_FALSE_1_forum,52.824,0.499,-4.442,0.007,False
svmLinear2_1_forum,48.382,0.506,nb_0_FALSE_1_forum,52.824,0.499,-4.442,0.007,False
svmLinear2_1_forum,48.382,0.506,rpart_1_clickstream,53.154,0.5,-4.772,0.006,False
svmLinear2_1_forum,48.382,0.506,rpart_0.001_forum,53.404,0.501,-5.023,0.005,False
svmLinear2_1_forum,48.382,0.506,rpart_0.01_forum,54.176,0.5,-5.794,0.006,False
svmLinear2_1_forum,48.382,0.506,rpart_0.1_forum,54.223,0.5,-5.841,0.006,False
svmLinear2_1_forum,48.382,0.506,rpart_1_forum,54.223,0.5,-5.841,0.006,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.01_all,54.631,0.57,-6.25,-0.064,False
svmLinear2_1_forum,48.382,0.506,adaboost_500_Real adaboost_all,54.928,0.562,-6.546,-0.056,False
svmLinear2_1_forum,48.382,0.506,rpart_0.1_all,56.175,0.62,-7.793,-0.113,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.01_quiz,57.891,0.546,-9.509,-0.04,False
svmLinear2_1_forum,48.382,0.506,rpart_0.001_quiz,58.023,0.555,-9.642,-0.049,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.001_all,58.272,0.546,-9.89,-0.04,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.1_quiz,58.634,0.545,-10.253,-0.039,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_0.001_quiz,59.372,0.543,-10.99,-0.036,False
svmLinear2_1_forum,48.382,0.506,svmLinear2_10_quiz,60.389,0.54,-12.007,-0.033,False
svmLinear2_1_forum,48.382,0.506,adaboost_50_Real adaboost_quiz,67.512,0.519,-19.131,-0.013,True
svmLinear2_1_forum,48.382,0.506,adaboost_100_Real adaboost_quiz,67.966,0.516,-19.584,-0.01,True
svmLinear2_1_forum,48.382,0.506,adaboost_500_Real adaboost_quiz,70.83,0.51,-22.448,-0.003,True
svmLinear2_1_forum,48.382,0.506,rpart_0.01_quiz,75.0,0.51,-26.618,-0.004,True
svmLinear2_1_forum,48.382,0.506,nb_0_FALSE_1_all,75.116,0.501,-26.734,0.006,True
svmLinear2_1_forum,48.382,0.506,nb_1_FALSE_1_all,75.116,0.501,-26.734,0.006,True
svmLinear2_1_forum,48.382,0.506,rpart_1_quiz,77.541,0.5,-29.159,0.006,True
svmLinear2_1_forum,48.382,0.506,rpart_0.1_quiz,77.541,0.5,-29.159,0.006,True
svmLinear2_1_forum,48.382,0.506,rpart_1_all,77.541,0.5,-29.159,0.006,True
svmLinear2_10_forum,48.497,0.506,rpart_0.001_all,2.694,0.901,45.803,-0.395,True
svmLinear2_10_forum,48.497,0.506,adaboost_100_Adaboost.M1_all,3.508,0.898,44.989,-0.392,True
svmLinear2_10_forum,48.497,0.506,adaboost_50_Adaboost.M1_all,3.548,0.898,44.949,-0.392,True
svmLinear2_10_forum,48.497,0.506,adaboost_500_Adaboost.M1_all,4.131,0.897,44.366,-0.391,True
svmLinear2_10_forum,48.497,0.506,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,43.96,-0.387,True
svmLinear2_10_forum,48.497,0.506,rpart_0.01_all,4.65,0.894,43.847,-0.388,True
svmLinear2_10_forum,48.497,0.506,rpart_0.001_clickstream,4.659,0.892,43.838,-0.386,True
svmLinear2_10_forum,48.497,0.506,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,43.668,-0.386,True
svmLinear2_10_forum,48.497,0.506,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,42.733,-0.385,True
svmLinear2_10_forum,48.497,0.506,rpart_0.01_clickstream,6.888,0.88,41.609,-0.374,True
svmLinear2_10_forum,48.497,0.506,nb_1_TRUE_1_clickstream,7.771,0.873,40.726,-0.367,True
svmLinear2_10_forum,48.497,0.506,nb_0_TRUE_1_clickstream,7.771,0.873,40.726,-0.367,True
svmLinear2_10_forum,48.497,0.506,nb_1_FALSE_1_clickstream,13.538,0.791,34.959,-0.285,True
svmLinear2_10_forum,48.497,0.506,nb_0_FALSE_1_clickstream,13.538,0.791,34.959,-0.285,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0_clickstream,17.375,0.752,31.122,-0.246,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.001_clickstream,17.375,0.752,31.122,-0.246,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.01_clickstream,17.58,0.751,30.917,-0.245,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.01_all,17.991,0.78,30.506,-0.274,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.1_all,18.306,0.779,30.191,-0.273,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.001_all,18.688,0.779,29.809,-0.273,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0_all,18.688,0.779,29.809,-0.273,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.1_clickstream,18.915,0.739,29.582,-0.233,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_1_clickstream,22.994,0.7,25.503,-0.194,True
svmLinear2_10_forum,48.497,0.506,glmnet_0_1_all,23.012,0.752,25.484,-0.246,True
svmLinear2_10_forum,48.497,0.506,nb_0_TRUE_1_all,31.023,0.725,17.474,-0.219,False
svmLinear2_10_forum,48.497,0.506,nb_1_TRUE_1_all,31.023,0.725,17.474,-0.219,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_10_clickstream,31.522,0.632,16.975,-0.126,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.01_clickstream,33.288,0.612,15.209,-0.106,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.1_clickstream,33.356,0.611,15.14,-0.105,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Real adaboost_clickstream,33.74,0.609,14.757,-0.103,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.001_clickstream,34.581,0.602,13.916,-0.096,False
svmLinear2_10_forum,48.497,0.506,adaboost_100_Real adaboost_clickstream,34.755,0.596,13.742,-0.09,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_10_all,37.972,0.65,10.525,-0.144,False
svmLinear2_10_forum,48.497,0.506,adaboost_500_Real adaboost_clickstream,39.315,0.551,9.182,-0.045,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.01_quiz,39.416,0.605,9.081,-0.099,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_1_forum,39.455,0.514,9.042,-0.008,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0_quiz,39.477,0.605,9.02,-0.099,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.001_quiz,39.477,0.605,9.02,-0.099,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.1_quiz,39.742,0.604,8.755,-0.098,False
svmLinear2_10_forum,48.497,0.506,adaboost_500_Adaboost.M1_forum,41.024,0.514,7.473,-0.008,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.1_forum,41.717,0.512,6.78,-0.006,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_1_quiz,42.514,0.596,5.983,-0.09,False
svmLinear2_10_forum,48.497,0.506,adaboost_100_Adaboost.M1_forum,42.573,0.513,5.924,-0.007,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.01_forum,43.12,0.511,5.377,-0.005,False
svmLinear2_10_forum,48.497,0.506,rpart_0.1_clickstream,43.162,0.588,5.335,-0.082,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0.001_forum,43.421,0.511,5.076,-0.005,False
svmLinear2_10_forum,48.497,0.506,glmnet_0_0_forum,43.499,0.511,4.998,-0.005,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Adaboost.M1_forum,43.774,0.512,4.723,-0.006,False
svmLinear2_10_forum,48.497,0.506,nb_1_TRUE_1_forum,44.41,0.511,4.087,-0.005,False
svmLinear2_10_forum,48.497,0.506,nb_0_TRUE_1_forum,44.41,0.511,4.087,-0.005,False
svmLinear2_10_forum,48.497,0.506,nb_0_FALSE_1_quiz,45.172,0.587,3.325,-0.081,False
svmLinear2_10_forum,48.497,0.506,nb_1_FALSE_1_quiz,45.172,0.587,3.325,-0.081,False
svmLinear2_10_forum,48.497,0.506,adaboost_100_Adaboost.M1_quiz,45.78,0.585,2.717,-0.079,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Adaboost.M1_quiz,45.93,0.585,2.567,-0.079,False
svmLinear2_10_forum,48.497,0.506,adaboost_500_Adaboost.M1_quiz,45.948,0.585,2.549,-0.079,False
svmLinear2_10_forum,48.497,0.506,nb_0_TRUE_1_quiz,46.05,0.585,2.447,-0.079,False
svmLinear2_10_forum,48.497,0.506,nb_1_TRUE_1_quiz,46.05,0.585,2.447,-0.079,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Real adaboost_forum,48.206,0.506,0.291,0.0,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Real adaboost_all,48.862,0.6,-0.366,-0.094,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.1_forum,49.329,0.505,-0.832,0.001,False
svmLinear2_10_forum,48.497,0.506,adaboost_100_Real adaboost_forum,49.417,0.505,-0.92,0.001,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.01_forum,49.711,0.505,-1.214,0.001,False
svmLinear2_10_forum,48.497,0.506,adaboost_500_Real adaboost_forum,50.085,0.504,-1.588,0.002,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.001_forum,50.433,0.504,-1.936,0.002,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.1_all,50.884,0.592,-2.387,-0.086,False
svmLinear2_10_forum,48.497,0.506,adaboost_100_Real adaboost_all,51.156,0.589,-2.659,-0.083,False
svmLinear2_10_forum,48.497,0.506,nb_1_FALSE_1_forum,52.824,0.499,-4.327,0.007,False
svmLinear2_10_forum,48.497,0.506,nb_0_FALSE_1_forum,52.824,0.499,-4.327,0.007,False
svmLinear2_10_forum,48.497,0.506,rpart_1_clickstream,53.154,0.5,-4.657,0.006,False
svmLinear2_10_forum,48.497,0.506,rpart_0.001_forum,53.404,0.501,-4.907,0.005,False
svmLinear2_10_forum,48.497,0.506,rpart_0.01_forum,54.176,0.5,-5.679,0.006,False
svmLinear2_10_forum,48.497,0.506,rpart_0.1_forum,54.223,0.5,-5.726,0.006,False
svmLinear2_10_forum,48.497,0.506,rpart_1_forum,54.223,0.5,-5.726,0.006,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.01_all,54.631,0.57,-6.134,-0.064,False
svmLinear2_10_forum,48.497,0.506,adaboost_500_Real adaboost_all,54.928,0.562,-6.431,-0.056,False
svmLinear2_10_forum,48.497,0.506,rpart_0.1_all,56.175,0.62,-7.678,-0.114,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.01_quiz,57.891,0.546,-9.394,-0.04,False
svmLinear2_10_forum,48.497,0.506,rpart_0.001_quiz,58.023,0.555,-9.526,-0.049,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.001_all,58.272,0.546,-9.775,-0.04,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.1_quiz,58.634,0.545,-10.137,-0.039,False
svmLinear2_10_forum,48.497,0.506,svmLinear2_0.001_quiz,59.372,0.543,-10.875,-0.037,False
svmLinear2_10_forum,48.497,0.506,adaboost_50_Real adaboost_quiz,67.512,0.519,-19.016,-0.013,True
svmLinear2_10_forum,48.497,0.506,adaboost_100_Real adaboost_quiz,67.966,0.516,-19.469,-0.01,True
svmLinear2_10_forum,48.497,0.506,adaboost_500_Real adaboost_quiz,70.83,0.51,-22.333,-0.004,True
svmLinear2_10_forum,48.497,0.506,rpart_0.01_quiz,75.0,0.51,-26.503,-0.004,True
svmLinear2_10_forum,48.497,0.506,nb_0_FALSE_1_all,75.116,0.501,-26.619,0.005,True
svmLinear2_10_forum,48.497,0.506,nb_1_FALSE_1_all,75.116,0.501,-26.619,0.005,True
svmLinear2_10_forum,48.497,0.506,rpart_1_quiz,77.541,0.5,-29.044,0.006,True
svmLinear2_10_forum,48.497,0.506,rpart_0.1_quiz,77.541,0.5,-29.044,0.006,True
svmLinear2_10_forum,48.497,0.506,rpart_1_all,77.541,0.5,-29.044,0.006,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Adaboost.M1_all,3.508,0.898,45.355,-0.298,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_50_Adaboost.M1_all,3.548,0.898,45.314,-0.298,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Adaboost.M1_all,4.131,0.897,44.731,-0.297,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,44.325,-0.293,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,44.034,-0.292,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,43.099,-0.29,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Real adaboost_clickstream,34.755,0.596,14.107,0.004,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Real adaboost_clickstream,39.315,0.551,9.547,0.049,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Adaboost.M1_forum,41.024,0.514,7.838,0.087,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Adaboost.M1_forum,42.573,0.513,6.289,0.088,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_50_Adaboost.M1_forum,43.774,0.512,5.089,0.088,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Adaboost.M1_quiz,45.78,0.585,3.083,0.015,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_50_Adaboost.M1_quiz,45.93,0.585,2.933,0.015,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Adaboost.M1_quiz,45.948,0.585,2.914,0.015,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Real adaboost_forum,49.417,0.505,-0.555,0.096,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Real adaboost_forum,50.085,0.504,-1.223,0.096,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Real adaboost_all,51.156,0.589,-2.294,0.012,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Real adaboost_all,54.928,0.562,-6.066,0.038,False
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_100_Real adaboost_quiz,67.966,0.516,-19.103,0.084,True
adaboost_50_Real adaboost_all,48.862,0.6,adaboost_500_Real adaboost_quiz,70.83,0.51,-21.967,0.091,True
svmLinear2_0.1_forum,49.329,0.505,rpart_0.001_all,2.694,0.901,46.636,-0.396,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_100_Adaboost.M1_all,3.508,0.898,45.821,-0.393,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_50_Adaboost.M1_all,3.548,0.898,45.781,-0.393,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_500_Adaboost.M1_all,4.131,0.897,45.198,-0.392,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_50_Adaboost.M1_clickstream,4.537,0.893,44.792,-0.388,True
svmLinear2_0.1_forum,49.329,0.505,rpart_0.01_all,4.65,0.894,44.679,-0.388,True
svmLinear2_0.1_forum,49.329,0.505,rpart_0.001_clickstream,4.659,0.892,44.67,-0.387,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_100_Adaboost.M1_clickstream,4.829,0.892,44.5,-0.387,True
svmLinear2_0.1_forum,49.329,0.505,adaboost_500_Adaboost.M1_clickstream,5.764,0.891,43.566,-0.386,True
svmLinear2_0.1_forum,49.329,0.505,rpart_0.01_clickstream,6.888,0.88,42.442,-0.375,True
